frame_id,track_id,label,x1,y1,x2,y2
12,15,person,1236.8,353.7,1345.2,713.6
12,16,person,-0.7,297.7,33.7,493.7
12,18,handbag,778.0,324.0,829.5,389.5
13,0,person,430.2,226.3,547.1,497.0
13,1,person,947.2,215.2,1167.5,717.4
13,2,person,195.9,226.8,333.1,641.7
13,3,person,551.6,263.5,662.5,515.7
13,4,person,354.2,327.1,440.0,548.5
13,5,person,748.6,244.1,843.2,506.9
13,6,handbag,195.8,369.4,224.6,417.2
13,7,person,1218.2,307.7,1279.9,718.2
13,8,person,669.8,266.4,756.6,507.0
13,9,handbag,1120.6,541.0,1216.2,738.7
13,10,handbag,812.8,296.9,874.8,379.5
13,11,person,580.6,191.0,663.2,449.3
13,12,handbag,673.8,404.0,722.8,484.9
13,13,person,541.8,174.8,578.8,276.8
13,14,person,289.8,217.3,398.1,522.2
13,15,person,1238.3,353.2,1337.9,723.5
13,16,person,-1.3,290.1,36.9,491.7
13,18,handbag,803.0,288.8,876.2,381.4
14,0,person,429.3,226.6,549.7,500.1
14,1,person,948.3,214.0,1167.3,716.3
14,2,person,194.1,225.6,332.4,639.7
14,3,person,552.8,263.1,663.2,515.1
14,4,person,357.0,327.9,443.0,548.4
14,5,person,752.3,244.3,844.7,505.8
14,6,handbag,200.8,370.0,227.0,415.1
14,7,person,1224.8,315.2,1279.6,719.1
14,8,person,669.0,263.5,758.9,508.1
14,9,handbag,1112.8,560.1,1209.3,758.7
14,10,handbag,814.7,298.6,875.2,378.6
14,11,person,583.3,192.2,668.1,447.5
14,12,handbag,674.6,405.0,723.0,485.4
14,13,person,541.7,173.7,578.8,275.7
14,14,person,289.7,210.3,395.3,521.7
14,15,person,1225.2,344.0,1318.7,722.3
14,16,person,-1.1,287.2,38.2,491.2
14,18,handbag,805.9,283.2,881.4,380.3
15,0,person,429.7,227.3,551.3,501.7
15,1,person,948.1,213.0,1167.1,716.1
15,2,person,187.4,222.9,330.9,639.1
15,3,person,553.1,262.5,663.4,514.4
15,4,person,361.7,326.7,446.1,545.4
15,5,person,755.6,244.0,845.2,504.4
15,6,handbag,205.8,370.5,229.4,413.1
15,7,person,1224.7,316.4,1279.7,720.2
15,8,person,674.0,265.9,760.1,507.3
15,9,handbag,1105.0,579.1,1202.4,778.6
15,10,handbag,807.1,290.4,877.2,380.2
15,11,person,589.6,195.6,676.2,448.2
15,12,handbag,675.4,406.1,723.1,485.8
15,13,person,541.7,172.1,579.0,274.6
15,14,person,289.2,203.6,391.2,517.5
15,15,person,1210.8,334.6,1300.4,719.1
15,16,person,-0.9,285.2,38.7,490.8
15,18,handbag,811.3,275.0,892.2,377.6
16,0,person,430.9,227.9,552.2,501.5
16,1,person,947.7,211.2,1167.6,716.1
16,2,person,181.0,222.0,329.3,638.9
16,3,person,553.5,261.6,663.6,513.8
16,4,person,366.4,326.8,448.5,543.6
16,5,person,755.5,242.9,844.9,504.0
16,6,handbag,210.8,371.1,231.8,411.0
16,7,person,1210.6,306.1,1279.5,721.7
16,8,person,676.8,267.0,761.0,506.7
16,9,handbag,1097.2,598.1,1195.5,798.5
16,10,handbag,804.3,286.1,877.7,379.4
16,11,person,596.2,195.9,685.9,448.5
16,12,handbag,676.1,407.1,723.2,486.2
16,13,person,542.0,171.3,578.8,274.0
16,14,person,291.5,201.8,384.5,512.5
16,15,person,1210.6,333.8,1302.0,720.1
16,16,person,-0.3,285.1,38.5,490.1
16,18,handbag,816.6,266.9,903.0,374.9
17,0,person,431.6,227.8,552.4,500.5
17,1,person,947.4,209.7,1168.1,716.2
17,2,person,178.1,221.4,329.1,638.2
17,3,person,553.3,261.8,665.3,515.5
17,4,person,369.9,327.5,449.0,541.8
17,5,person,755.0,241.3,844.9,503.7
17,6,handbag,215.8,371.6,234.1,408.9
17,7,person,1201.5,291.9,1280.7,719.7
17,8,person,678.6,266.2,761.4,505.4
17,9,handbag,1089.4,617.2,1188.6,818.5
17,10,handbag,801.3,281.9,878.6,379.2
17,11,person,599.7,196.1,691.9,449.1
17,12,handbag,676.9,408.2,723.4,486.7
17,13,person,541.3,170.1,578.9,273.8
17,14,person,292.9,200.4,381.7,507.3
17,15,person,1210.5,333.1,1303.5,721.0
17,16,person,0.0,284.4,39.0,489.5
17,18,handbag,804.6,279.7,880.0,377.3
18,0,person,432.4,227.3,552.4,499.1
18,1,person,948.6,208.8,1169.1,716.0
18,2,person,182.4,223.4,330.4,636.8
18,3,person,553.5,261.5,666.5,515.3
18,4,person,371.9,326.2,449.2,539.6
18,5,person,756.8,240.3,845.6,503.0
18,6,handbag,220.8,372.2,236.5,406.8
18,7,person,1200.2,301.5,1277.3,721.2
18,8,person,678.8,265.1,761.5,504.4
18,9,handbag,1081.6,636.2,1181.7,838.4
18,10,handbag,798.2,277.8,879.5,379.0
18,11,person,602.4,197.1,693.2,448.0
18,12,handbag,677.6,409.2,723.5,487.1
18,13,person,541.1,169.7,578.7,273.4
18,14,person,296.6,205.9,379.8,505.5
18,15,person,1210.3,332.3,1305.0,721.9
18,16,person,0.5,284.2,39.8,488.6
18,18,handbag,803.8,279.2,878.5,377.0
19,0,person,433.0,226.6,551.5,496.6
19,1,person,948.3,208.7,1169.3,717.3
19,2,person,172.5,221.9,329.2,637.6
19,3,person,553.7,261.6,666.5,514.5
19,4,person,374.0,325.6,449.1,538.7
19,5,person,757.5,239.1,846.0,502.4
19,7,person,1199.4,315.5,1274.3,723.9
19,8,person,678.6,261.8,760.4,500.7
19,9,handbag,1073.8,655.3,1174.8,858.4
19,10,handbag,807.1,280.5,879.5,376.4
19,11,person,607.1,198.1,695.8,446.9
19,12,handbag,678.4,410.3,723.6,487.5
19,13,person,540.9,168.9,578.3,272.7
19,14,person,300.2,209.5,383.7,505.5
19,15,person,1210.2,331.6,1306.5,722.9
19,16,person,0.7,284.1,41.0,488.4
19,18,handbag,803.2,278.6,877.7,376.1
20,0,person,434.0,225.0,550.6,492.7
20,1,person,948.7,208.3,1169.7,717.9
20,2,person,160.4,220.0,325.8,636.6
20,3,person,553.0,260.8,666.6,513.8
20,4,person,377.2,325.2,447.6,534.7
20,5,person,756.2,237.9,846.1,502.8
20,7,person,1199.0,331.2,1272.1,726.4
20,8,person,677.6,259.9,760.1,500.1
20,9,handbag,1066.0,674.3,1167.9,878.3
20,10,handbag,808.9,279.4,879.5,376.2
20,11,person,612.8,199.9,702.3,449.1
20,12,handbag,679.1,411.3,723.8,488.0
20,13,person,540.7,168.4,577.9,272.0
20,14,person,297.9,213.8,387.0,507.8
20,15,person,1210.0,330.9,1308.0,723.8
20,16,person,0.7,283.7,41.3,487.5
20,18,handbag,802.5,277.9,876.8,375.1
21,0,person,434.9,223.9,550.3,490.6
21,1,person,397.5,241.0,469.7,558.5
21,2,person,180.9,224.5,327.3,626.1
21,3,person,553.0,259.4,666.4,511.8
21,4,person,379.7,324.3,447.4,531.8
21,5,person,756.6,237.1,846.6,501.9
21,7,person,1201.4,338.6,1273.2,725.2
21,8,person,677.6,259.2,760.3,500.3
21,9,handbag,1058.2,693.4,1161.0,898.2
21,10,handbag,810.6,279.3,879.7,376.4
21,11,person,615.5,200.6,703.5,448.1
21,12,handbag,679.9,412.4,723.9,488.4
21,13,person,540.9,167.9,578.0,271.5
21,14,person,292.2,211.1,391.4,512.6
21,15,person,953.9,205.9,1171.2,717.8
21,16,person,0.9,283.3,41.8,486.1
21,18,handbag,801.9,277.3,875.9,374.2
22,0,person,435.3,222.2,549.9,488.9
22,1,person,142.8,245.8,172.8,489.5
22,2,person,190.2,224.6,327.7,618.7
22,3,person,552.4,258.1,666.3,510.1
22,4,person,382.9,322.1,447.7,526.8
22,5,person,758.3,237.0,846.4,499.8
22,7,person,1202.3,333.5,1276.8,721.5
22,8,person,678.0,258.2,760.3,498.5
22,9,handbag,1050.4,712.4,1154.1,918.2
22,10,handbag,812.1,278.2,880.0,375.9
22,11,person,614.1,199.8,704.0,447.0
22,12,handbag,680.6,413.4,724.0,488.8
22,13,person,541.1,167.5,578.4,270.8
22,14,person,293.5,208.8,395.8,513.0
22,15,person,939.0,197.8,1162.3,716.2
22,16,person,0.7,282.2,42.8,485.1
22,18,handbag,801.3,276.6,875.0,373.3
23,0,person,435.7,219.0,550.1,486.0
23,1,person,66.7,245.4,104.2,472.7
23,2,person,194.7,222.4,327.9,614.3
23,3,person,552.6,257.7,667.1,509.7
23,4,person,385.2,319.8,449.8,525.1
23,5,person,761.5,236.5,847.4,497.1
23,7,person,1202.4,333.0,1278.4,720.6
23,8,person,677.8,257.0,760.6,497.4
23,9,handbag,1042.6,731.4,1147.2,938.1
23,10,handbag,813.1,277.6,880.2,375.7
23,11,person,610.7,194.5,701.1,440.4
23,12,handbag,681.4,414.5,724.2,489.2
23,13,person,541.2,167.4,578.0,269.8
23,14,person,296.2,210.4,398.8,512.8
23,15,person,940.6,197.4,1163.0,715.5
23,16,person,0.8,280.6,44.5,483.7
23,18,handbag,800.7,276.0,874.1,372.4
24,0,person,435.6,216.1,549.5,482.7
24,1,person,-97.9,241.6,-92.7,436.6
24,2,person,152.7,209.0,320.8,620.4
24,3,person,553.3,257.7,667.5,508.4
24,4,person,389.1,316.8,452.4,518.7
24,5,person,766.9,236.2,848.6,494.5
24,7,person,1200.9,325.4,1280.8,719.3
24,8,person,677.8,256.4,761.3,497.3
24,9,handbag,1034.8,750.5,1140.3,958.0
24,10,handbag,814.1,277.8,880.3,374.6
24,11,person,609.8,194.4,699.5,437.2
24,13,person,541.5,166.8,578.0,268.4
24,14,person,300.8,209.7,401.5,506.6
24,15,person,945.7,198.6,1166.8,716.0
24,16,person,0.7,280.2,45.4,483.7
24,18,handbag,800.0,275.3,873.2,371.5
25,0,person,435.2,214.2,550.5,482.8
25,1,person,-29.9,266.8,-0.8,473.7
25,2,person,712.0,203.8,936.8,686.6
25,3,person,553.9,258.4,668.8,508.9
25,4,person,394.2,315.1,455.7,515.1
25,5,person,770.5,235.8,849.2,493.2
25,7,person,1211.0,311.9,1286.0,714.0
25,8,person,677.9,255.9,761.5,496.2
25,10,handbag,814.9,277.9,880.1,373.6
25,11,person,606.4,186.7,700.5,434.6
25,13,person,540.3,164.8,578.5,268.0
25,14,person,297.7,203.2,405.1,506.7
25,15,person,1129.0,278.9,1249.6,709.6
25,16,person,0.9,279.2,46.2,483.3
25,18,handbag,799.4,274.7,872.3,370.6
26,0,person,437.5,211.9,551.3,477.3
26,1,person,55.6,224.4,218.3,568.1
26,2,person,960.4,205.0,1201.6,714.8
26,3,person,553.7,258.9,669.0,509.3
26,4,person,396.7,312.5,458.6,512.6
26,5,person,773.6,235.5,849.9,492.7
26,7,person,1207.5,313.2,1283.1,716.0
26,8,person,677.2,255.2,762.1,495.2
26,10,handbag,815.1,278.1,880.4,373.3
26,11,person,603.5,179.5,702.6,434.2
26,13,person,540.4,163.9,579.5,267.7
26,14,person,301.0,201.6,406.8,505.2
26,15,person,1220.6,322.6,1287.3,710.3
26,16,person,1.4,275.8,46.1,476.3
26,18,handbag,798.8,274.0,871.4,369.7
27,0,person,439.0,211.3,551.9,474.2
27,1,person,683.2,211.1,936.6,678.9
27,2,person,449.9,202.3,643.7,644.0
27,3,person,553.4,258.7,669.5,509.2
27,4,person,399.9,310.5,463.4,512.2
27,5,person,774.6,234.5,850.9,493.3
27,7,person,1208.1,326.2,1278.4,718.4
27,8,person,675.3,255.7,763.6,499.1
27,10,handbag,815.2,278.6,881.0,373.2
27,11,person,604.4,180.2,702.0,434.6
27,13,person,541.3,164.2,580.0,267.1
27,14,person,305.6,200.3,409.9,504.0
27,15,person,1313.2,368.9,1328.3,705.1
27,16,person,1.8,274.7,47.1,472.6
27,18,handbag,798.2,273.4,870.5,368.8
28,0,person,441.2,210.9,552.2,470.2
28,1,person,962.4,209.7,1232.1,717.2
28,2,person,189.0,201.1,361.7,608.1
28,3,person,553.0,257.7,668.5,507.4
28,4,person,403.0,309.2,467.5,510.9
28,5,person,775.0,233.3,851.3,493.2
28,7,person,1208.3,331.4,1277.0,718.3
28,8,person,674.6,256.2,764.9,501.7
28,10,handbag,815.8,279.1,881.2,372.5
28,11,person,606.3,177.9,703.7,434.3
28,13,person,541.8,163.9,580.3,266.5
28,14,person,311.0,199.8,414.2,503.5
28,15,person,1243.6,340.3,1294.9,716.4
28,16,person,1.8,274.4,47.6,470.2
28,18,handbag,797.5,272.8,869.6,367.9
29,0,person,442.8,210.8,553.8,469.1
29,1,person,1037.3,210.5,1295.4,723.2
29,2,person,99.4,201.7,264.3,594.5
29,3,person,552.9,257.1,668.5,506.7
29,4,person,405.3,308.1,474.1,511.0
29,5,person,775.5,232.3,851.8,492.7
29,7,person,1206.9,329.6,1278.1,718.1
29,8,person,673.6,255.6,765.4,501.4
29,10,handbag,817.3,280.4,881.3,372.1
29,11,person,605.6,171.1,706.9,435.8
29,13,person,542.3,163.5,580.7,266.0
29,14,person,314.3,198.7,418.5,503.9
29,15,person,1266.9,354.2,1307.4,719.6
29,16,person,1.7,274.2,48.2,468.3
29,18,handbag,796.9,272.1,868.8,367.0
30,0,person,445.6,209.9,555.1,464.7
30,1,person,1026.5,209.7,1269.6,719.6
30,2,person,91.2,203.5,254.9,592.2
30,3,person,552.9,257.1,669.1,506.4
30,4,person,408.0,306.9,482.3,512.8
30,5,person,775.0,231.4,852.1,492.2
30,7,person,1206.5,329.4,1278.4,716.9
30,8,person,672.3,255.1,765.5,500.2
30,10,handbag,818.0,281.0,881.3,371.5
30,11,person,609.3,173.7,706.1,438.8
30,13,person,542.8,163.1,581.1,265.5
30,14,person,316.6,199.3,421.5,505.6
30,15,person,1290.1,368.1,1320.0,722.7
30,16,person,1.3,273.7,49.5,467.8
30,18,handbag,796.3,271.5,867.9,366.1
31,0,person,447.2,209.3,556.0,461.0
31,1,person,530.5,192.0,632.5,542.0
31,2,person,109.9,205.5,275.0,594.3
31,3,person,553.1,257.4,669.5,506.5
31,4,person,408.9,305.1,488.1,513.6
31,5,person,774.2,230.6,852.5,491.9
31,7,person,1203.3,326.1,1279.2,716.9
31,8,person,670.2,255.0,765.5,500.5
31,10,handbag,818.6,281.2,881.8,371.2
31,11,person,611.1,177.9,703.9,440.9
31,13,person,543.3,162.7,581.5,265.0
31,14,person,319.5,199.4,422.7,504.0
31,15,person,980.9,205.3,1183.8,723.5
31,16,person,1.6,273.0,51.2,465.7
31,18,handbag,795.6,270.8,867.0,365.2
32,0,person,447.9,209.1,556.9,458.6
32,1,person,301.7,176.0,350.2,454.7
32,2,person,131.2,209.2,292.7,595.7
32,3,person,553.9,258.2,670.1,506.8
32,4,person,411.0,306.9,491.4,514.2
32,5,person,772.7,229.6,852.9,491.9
32,7,person,1203.5,326.3,1279.6,717.2
32,8,person,669.1,254.8,765.1,498.8
32,10,handbag,819.0,280.9,882.7,371.1
32,11,person,612.5,180.6,703.5,441.9
32,13,person,543.8,162.3,581.9,264.5
32,14,person,319.3,197.0,425.0,502.4
32,15,person,942.5,187.5,1165.3,720.8
32,16,person,2.6,271.7,56.9,464.3
32,18,handbag,795.0,270.2,866.1,364.2
33,0,person,447.8,208.7,557.1,456.1
33,1,person,235.3,170.6,276.1,427.7
33,2,person,145.7,212.2,302.8,596.3
33,3,person,554.4,258.1,671.4,507.5
33,4,person,411.5,309.0,493.0,513.7
33,5,person,772.9,229.7,853.1,491.9
33,7,person,1201.4,322.8,1280.3,717.5
33,8,person,669.8,255.3,765.1,497.2
33,10,handbag,818.9,279.1,884.6,371.7
33,11,person,608.0,174.5,707.3,447.3
33,13,person,544.3,161.9,582.2,263.9
33,14,person,321.9,196.4,426.1,498.0
33,15,person,939.4,187.4,1162.8,718.3
33,16,person,3.1,272.5,60.1,463.2
33,18,handbag,794.4,269.5,865.2,363.3
34,0,person,448.2,209.0,558.4,455.1
34,1,person,240.6,179.7,284.8,429.9
34,2,person,154.4,215.0,306.3,597.2
34,3,person,554.0,259.5,665.8,506.6
34,4,person,415.0,311.6,495.1,510.2
34,5,person,771.0,230.3,852.7,492.8
34,7,person,1199.5,314.1,1282.0,716.6
34,8,person,671.4,256.5,765.4,496.9
34,10,handbag,818.9,277.0,886.7,372.3
34,11,person,606.4,173.7,709.3,450.0
34,13,person,544.9,161.5,582.6,263.4
34,14,person,324.5,196.0,426.4,493.8
34,15,person,947.3,192.3,1167.0,717.5
34,16,person,2.7,274.0,63.1,464.6
35,0,person,448.2,209.6,559.4,454.1
35,1,person,263.5,184.3,326.6,448.1
35,2,person,160.5,218.0,306.7,597.3
35,3,person,555.7,258.7,671.7,508.2
35,4,person,418.2,312.7,499.3,509.3
35,5,person,772.6,231.8,853.2,493.0
35,7,person,1208.3,304.5,1285.6,713.6
35,8,person,672.0,256.7,764.4,493.8
35,10,handbag,818.4,277.9,887.6,374.2
35,11,person,566.1,252.6,650.9,503.4
35,13,person,415.7,222.4,570.5,494.9
35,14,person,330.1,196.7,429.2,491.3
35,15,person,955.1,196.5,1172.1,717.4
35,16,person,2.3,276.2,67.2,468.1
36,0,person,449.1,209.7,559.9,451.5
36,1,person,283.7,189.6,357.6,461.2
36,2,person,164.4,220.9,305.9,598.0
36,3,person,554.5,266.7,651.2,505.2
36,4,person,424.2,313.3,504.3,506.7
36,5,person,773.6,232.6,854.1,493.4
36,7,person,1213.0,299.0,1286.3,713.2
36,8,person,670.9,256.5,763.0,491.7
36,10,handbag,820.5,284.1,886.4,376.0
36,11,person,828.1,231.5,1047.1,657.1
36,13,person,416.0,221.9,565.9,505.6
36,14,person,335.0,197.5,430.8,488.2
36,15,person,1128.4,267.8,1251.7,709.8
36,16,person,1.9,278.8,69.4,470.6
37,0,person,453.2,213.7,559.8,448.2
37,1,person,296.4,192.6,373.8,464.3
37,2,person,176.7,224.7,306.5,594.9
37,3,person,554.9,268.4,642.9,504.7
37,4,person,431.2,313.1,507.8,502.8
37,5,person,772.8,233.2,855.1,494.5
37,7,person,1206.1,296.2,1283.6,716.5
37,8,person,669.1,256.3,761.5,489.7
37,10,handbag,821.0,286.4,886.2,377.0
37,11,person,938.4,233.9,1246.4,748.5
37,13,person,229.5,252.1,302.1,451.0
37,14,person,339.0,198.3,435.1,488.1
37,15,person,1032.7,226.1,1212.8,719.2
37,16,person,1.4,282.3,70.8,474.4
38,0,person,456.3,215.3,561.1,446.1
38,1,person,304.4,193.5,383.6,465.2
38,2,person,176.6,224.6,307.5,595.5
38,3,person,556.5,270.4,641.7,507.3
38,4,person,439.1,313.5,510.6,500.0
38,5,person,771.4,234.1,855.7,496.0
38,7,person,1203.3,294.4,1281.9,718.0
38,8,person,668.2,257.4,762.2,492.8
38,10,handbag,821.5,286.9,886.4,377.2
38,11,person,639.4,257.7,758.1,557.0
38,13,person,122.0,275.0,145.5,424.9
38,14,person,343.9,200.3,438.1,486.2
38,15,person,978.8,204.7,1187.7,722.1
38,16,person,2.0,284.7,73.2,476.3
39,0,person,458.0,216.5,562.3,445.6
